Date,Open,High,Low,Close,Adj Close,Volume
2006-07-21,8.545714,8.735714,8.520000,8.674286,7.570164,222973100
2006-07-24,8.751429,8.871428,8.632857,8.774285,7.657436,180714100
2006-07-25,8.825714,8.870000,8.682858,8.847143,7.721019,147267400
2006-07-26,8.857142,9.234285,8.811429,9.124286,7.962885,224606900
2006-07-27,9.214286,9.288571,8.980000,9.057143,7.904290,183761200
2006-07-28,9.134286,9.382857,9.071428,9.370000,8.177323,172876900
2006-07-31,9.547143,9.804286,9.468572,9.708571,8.472796,223210400
2006-08-01,9.602858,9.704286,9.420000,9.597143,8.375553,177941400
2006-08-02,9.664286,9.811429,9.644286,9.737143,8.497732,137692100
2006-08-03,9.701428,10.000000,9.687143,9.941428,8.676015,210261100
2006-08-04,9.578571,9.801429,9.280000,9.757143,8.515189,463216600
2006-08-07,9.674286,9.942857,9.472857,9.601429,8.379294,311378200
2006-08-08,9.584286,9.587143,9.215714,9.254286,8.076340,249466000
2006-08-09,9.347143,9.371428,9.057143,9.084286,7.927974,238959700
2006-08-10,9.035714,9.258572,8.957143,9.152857,7.987818,174440000
2006-08-11,9.032857,9.161428,8.940000,9.092857,7.935459,194382300
2006-08-14,9.150000,9.317142,9.085714,9.134286,7.971611,179405100
2006-08-15,9.334286,9.500000,9.257143,9.492857,8.284540,215338200
2006-08-16,9.585714,9.724286,9.475715,9.711429,8.475295,195321000
2006-08-17,9.714286,9.808572,9.597143,9.655714,8.426669,145287100
2006-08-18,9.672857,9.771428,9.608571,9.701428,8.466567,134088500
2006-08-21,9.614285,9.615714,9.450000,9.508572,8.298255,131556600
2006-08-22,9.525714,9.760000,9.500000,9.660000,8.430408,144242000
2006-08-23,9.714286,9.807143,9.562857,9.615714,8.391761,134064700
2006-08-24,9.698571,9.741428,9.467143,9.687143,8.454100,163797900
2006-08-25,9.620000,9.864285,9.615714,9.821428,8.571288,135989700
2006-08-28,9.785714,9.801429,9.525714,9.568571,8.350619,184540300
2006-08-29,9.570000,9.608571,9.302857,9.497143,8.288284,236833100
2006-08-30,9.620000,9.688571,9.525714,9.565714,8.348126,170035600
2006-08-31,9.611428,9.757143,9.522857,9.692857,8.459084,143674300
2006-09-01,9.782857,9.807143,9.688571,9.768572,8.525162,102123700
2006-09-05,9.852858,10.214286,9.792857,10.211429,8.911648,253114400
2006-09-06,10.154285,10.241428,9.957143,10.004286,8.730872,243525800
2006-09-07,10.085714,10.497143,10.035714,10.400000,9.076219,316989400
2006-09-08,10.481428,10.510000,10.272857,10.360000,9.041307,223980400
2006-09-11,10.347143,10.532857,10.202857,10.357142,9.038817,237281100
2006-09-12,10.401428,10.492857,10.207143,10.375714,9.055022,421171800
2006-09-13,10.407143,10.617143,10.328571,10.600000,9.250761,286534500
2006-09-14,10.531428,10.667143,10.494286,10.595715,9.247020,200432400
2006-09-15,10.657143,10.711429,10.470000,10.585714,9.238297,245463400
2006-09-18,10.542857,10.694285,10.471429,10.555715,9.212111,176319500
2006-09-19,10.585714,10.622857,10.400000,10.538571,9.197150,177512300
2006-09-20,10.625714,10.811429,10.602858,10.751429,9.382912,205697800
2006-09-21,10.750000,10.865714,10.574286,10.664286,9.306863,198531200
2006-09-22,10.614285,10.620000,10.368571,10.428572,9.101151,166278000
2006-09-25,10.544286,10.837143,10.531428,10.821428,9.444003,214748100
2006-09-26,10.882857,11.111428,10.871428,11.087143,9.675898,275737000
2006-09-27,11.024285,11.067142,10.831429,10.915714,9.526289,202593300
2006-09-28,11.002857,11.068571,10.850000,11.001429,9.601091,180902400
2006-09-29,11.015715,11.074286,10.954286,10.997143,9.597351,101453100
2006-10-02,10.728572,10.838572,10.614285,10.694285,9.333044,178159800
2006-10-03,10.635715,10.707143,10.455714,10.582857,9.235797,197677200
2006-10-04,10.585714,10.780000,10.451428,10.768572,9.397876,207270700
2006-10-05,10.647142,10.880000,10.590000,10.690000,9.329307,170970800
2006-10-06,10.631429,10.720000,10.544286,10.602858,9.253254,116739700
2006-10-09,10.542857,10.725715,10.504286,10.661428,9.304369,109555600
2006-10-10,10.648571,10.654285,10.440000,10.544286,9.202139,132897100
2006-10-11,10.488571,10.568571,10.371428,10.461429,9.129827,142963800
2006-10-12,10.515715,10.770000,10.514286,10.751429,9.382912,148213800
2006-10-13,10.804286,10.982857,10.677143,10.717143,9.352991,171049200
2006-10-16,10.741428,10.840000,10.684286,10.771428,9.400368,127173200
2006-10-17,10.720000,10.752857,10.577143,10.612857,9.261981,120231300
2006-10-18,10.678572,10.767143,10.558572,10.647142,9.291903,283476900
2006-10-19,11.322857,11.421429,11.165714,11.284286,9.847945,378244300
2006-10-20,11.281428,11.427143,11.238571,11.421429,9.967632,159853400
2006-10-23,11.427143,11.700000,11.392858,11.637143,10.155888,208126800
2006-10-24,11.601429,11.668571,11.457143,11.578571,10.104773,115803100
2006-10-25,11.621428,11.714286,11.572857,11.668571,10.183312,121303700
2006-10-26,11.700000,11.800000,11.590000,11.741428,10.246901,108189200
2006-10-27,11.678572,11.778571,11.430000,11.487143,10.024981,148741600
2006-10-30,11.427143,11.557143,11.357142,11.488571,10.026228,124979400
2006-10-31,11.635715,11.668571,11.461429,11.582857,10.108512,125368600
2006-11-01,11.585714,11.625714,11.194285,11.308572,9.869141,152798100
2006-11-02,11.274285,11.331429,11.214286,11.282857,9.846698,116370800
2006-11-03,11.337143,11.361428,11.112857,11.184286,9.760674,107972200
2006-11-06,11.278571,11.437143,11.204286,11.387143,9.937709,108644200
2006-11-07,11.492857,11.571428,11.447143,11.501429,10.037450,131483100
2006-11-08,11.431429,11.812857,11.412857,11.778571,10.279315,172729200
2006-11-09,11.842857,12.098572,11.731428,11.905714,10.390274,230763400
2006-11-10,11.935715,11.942857,11.785714,11.874286,10.362846,93466100
2006-11-13,11.888572,12.064285,11.805715,12.050000,10.516196,112668500
2006-11-14,12.114285,12.142858,11.985714,12.142858,10.597231,147238700
2006-11-15,12.150000,12.271428,12.000000,12.007143,10.478793,163830800
2006-11-16,12.124286,12.328571,12.088572,12.230000,10.673282,173485200
2006-11-17,12.162857,12.277143,12.142858,12.264286,10.703205,116606000
2006-11-20,12.200000,12.428572,12.171429,12.352858,10.780502,142698500
2006-11-21,12.488571,12.657143,12.444285,12.657143,11.046056,155666700
2006-11-22,12.712857,12.964286,12.550000,12.901428,11.259246,167985300
2006-11-24,12.790000,13.297143,12.785714,13.090000,11.423816,129669400
2006-11-27,13.215714,13.308572,12.785714,12.791429,11.163249,268709000
2006-11-28,12.908571,13.138572,12.844286,13.115714,11.446257,259043400
2006-11-29,13.285714,13.307143,12.892858,13.114285,11.445010,289270800
2006-11-30,13.172857,13.240000,13.008572,13.094286,11.427558,217621600
2006-12-01,13.114285,13.190000,12.871428,13.045714,11.385166,198769900
2006-12-04,13.125714,13.150000,12.928572,13.017143,11.360231,177384200
2006-12-05,13.092857,13.190000,12.981428,13.038571,11.378934,165709600
2006-12-06,12.948571,13.055715,12.810000,12.832857,11.199404,159546100
2006-12-07,12.861428,12.928572,12.414286,12.434286,10.851566,251206900
2006-12-08,12.461429,12.770000,12.428572,12.608571,11.003667,196069300
2006-12-11,12.700000,12.757143,12.578571,12.678572,11.064759,124945100
2006-12-12,12.658571,12.691428,12.218572,12.305715,10.739361,256655000
2006-12-13,12.564285,12.724286,12.450000,12.721429,11.102160,214263000
2006-12-14,12.721429,12.857142,12.608571,12.650000,11.039822,208082700
2006-12-15,12.717143,12.745714,12.475715,12.531428,10.936343,184984800
2006-12-18,12.518572,12.571428,12.084286,12.210000,10.655828,180394200
2006-12-19,12.104285,12.382857,11.945714,12.330000,10.760551,227851400
2006-12-20,12.352858,12.381429,12.105714,12.108571,10.567311,141922900
2006-12-21,12.100000,12.211429,11.742857,11.842857,10.335415,225899800
2006-12-22,11.922857,12.005714,11.657143,11.742857,10.248145,153325900
2006-12-26,11.735714,11.795714,11.555715,11.644286,10.162124,122672200
2006-12-27,11.164286,11.714286,10.967143,11.645715,10.163370,483938700
2006-12-28,11.460000,11.607142,11.378572,11.552857,10.082330,279969200
2006-12-29,11.992857,12.200000,11.908571,12.120000,10.577284,269107300
2007-01-03,12.327143,12.368571,11.700000,11.971429,10.447627,309579900
2007-01-04,12.007143,12.278571,11.974286,12.237143,10.679518,211815100
2007-01-05,12.252857,12.314285,12.057143,12.150000,10.603467,208685400
2007-01-08,12.280000,12.361428,12.182858,12.210000,10.655828,199276700
2007-01-09,12.350000,13.282857,12.164286,13.224286,11.541011,837324600
2007-01-10,13.535714,13.971429,13.350000,13.857142,12.093310,738220000
2007-01-11,13.705714,13.825714,13.585714,13.685715,11.943705,360063200
2007-01-12,13.512857,13.580000,13.318571,13.517143,11.796590,328172600
2007-01-16,13.668571,13.892858,13.635715,13.871428,12.105779,311019100
2007-01-17,13.937143,13.942857,13.545714,13.564285,11.837733,411565000
2007-01-18,13.157143,13.158571,12.721429,12.724286,11.104653,591151400
2007-01-19,12.661428,12.807143,12.588572,12.642858,11.033587,341118400
2007-01-22,12.734285,12.737143,12.235714,12.398571,10.820394,363506500
2007-01-23,12.247143,12.501429,12.215714,12.242857,10.684505,301856100
2007-01-24,12.382857,12.450000,12.297143,12.385715,10.809175,231953400
2007-01-25,12.444285,12.642858,12.290000,12.321428,10.753074,226493400
2007-01-26,12.444285,12.481428,12.141429,12.197143,10.644608,246718500
2007-01-29,12.328571,12.378572,12.218572,12.277143,10.714428,225416100
2007-01-30,12.347143,12.355714,12.178572,12.221429,10.665804,144492600
2007-01-31,12.122857,12.285714,12.050000,12.247143,10.688246,214017300
2007-02-01,12.318571,12.324286,12.105714,12.105714,10.564816,166085500
2007-02-02,12.017143,12.178572,11.957143,12.107142,10.566063,155382500
2007-02-05,12.042857,12.175714,11.991428,11.991428,10.465080,144713100
2007-02-06,12.064285,12.067142,11.837143,12.021428,10.491260,216098400
2007-02-07,12.068571,12.340000,11.935715,12.307143,10.740606,266706300
2007-02-08,12.204286,12.358571,12.201428,12.311429,10.744346,169757700
2007-02-09,12.268572,12.314285,11.887143,11.895715,10.381548,215135200
2007-02-12,12.061429,12.168571,11.947143,12.125714,10.582272,181017900
2007-02-13,12.165714,12.184286,12.042857,12.100000,10.559830,145246500
2007-02-14,12.090000,12.234285,12.081429,12.185715,10.634633,126995400
2007-02-15,12.205714,12.231428,12.111428,12.172857,10.623414,90915300
2007-02-16,12.178572,12.201428,12.094286,12.118571,10.576039,99967000
2007-02-20,12.092857,12.308572,12.022857,12.271428,10.709439,154425600
2007-02-21,12.282857,12.784286,12.280000,12.742857,11.120859,288828400
2007-02-22,12.971429,12.972857,12.647142,12.787143,11.159508,209556200
2007-02-23,12.737143,12.905714,12.692857,12.724286,11.104653,129473400
2007-02-26,12.834286,12.857142,12.515715,12.644286,11.034834,153962200
2007-02-27,12.328571,12.440000,11.915714,11.990000,10.463830,286453300
2007-02-28,11.857142,12.228572,11.857142,12.087143,10.548609,229868800
2007-03-01,12.004286,12.615714,11.964286,12.437143,10.854059,353882200
2007-03-02,12.395715,12.505714,12.172857,12.201428,10.648345,215000100
2007-03-05,12.270000,12.664286,12.251429,12.331429,10.761801,209724900
2007-03-06,12.542857,12.615714,12.485714,12.598572,10.994940,180796700
2007-03-07,12.578571,12.710000,12.492857,12.531428,10.936343,156571100
2007-03-08,12.655714,12.674286,12.494286,12.571428,10.971251,127752800
2007-03-09,12.685715,12.692857,12.485714,12.567142,10.967512,112959000
2007-03-12,12.581429,12.855714,12.570000,12.838572,11.204391,182352100
2007-03-13,12.772857,12.942857,12.628572,12.628572,11.021120,216972700
2007-03-14,12.657143,12.857142,12.560000,12.857142,11.220598,199146500
2007-03-15,12.851429,12.908571,12.758572,12.795714,11.166988,139874700
2007-03-16,12.791429,12.855714,12.760000,12.798572,11.169484,142926000
2007-03-19,12.891429,13.078571,12.798572,13.018572,11.361479,178240300
2007-03-20,13.050000,13.120000,13.008572,13.068571,11.405116,122229100
2007-03-21,13.141429,13.428572,13.092857,13.410000,11.703083,171724000
2007-03-22,13.390000,13.480000,13.285714,13.422857,11.714304,140373100
2007-03-23,13.335714,13.438571,13.328571,13.360000,11.659447,112721000
2007-03-26,13.427143,13.700000,13.328571,13.692857,11.949938,216246800
2007-03-27,13.672857,13.832857,13.571428,13.637143,11.901313,233013200
2007-03-28,13.554286,13.628572,13.307143,13.320000,11.624538,235584300
2007-03-29,13.455714,13.455714,13.175714,13.392858,11.688127,181430900
2007-03-30,13.468572,13.525714,13.250000,13.272857,11.583396,150139500
2007-04-02,13.448571,13.464286,13.288571,13.378572,11.675657,125498100
2007-04-03,13.448571,13.604285,13.394286,13.500000,11.781630,145983600
2007-04-04,13.562857,13.591429,13.447143,13.467143,11.752955,119196000
2007-04-05,13.445714,13.525714,13.360000,13.525714,11.804070,88879000
2007-04-09,13.601429,13.614285,13.291429,13.378572,11.675657,103335400
2007-04-10,13.381429,13.465714,13.344286,13.464286,11.750460,88116700
2007-04-11,13.414286,13.421429,13.190000,13.227143,11.543502,137254600
2007-04-12,13.148571,13.187143,12.960000,13.170000,11.493633,164168900
2007-04-13,12.985714,13.057143,12.865714,12.891429,11.250519,179985400
2007-04-16,12.938571,13.071428,12.892858,13.061429,11.398881,152258400
2007-04-17,13.142858,13.185715,12.814285,12.907143,11.264235,187980100
2007-04-18,12.880000,12.978572,12.800000,12.914286,11.270469,116011000
2007-04-19,12.884286,13.035714,12.832857,12.895715,11.254260,106478400
2007-04-20,12.984285,13.025714,12.935715,12.995714,11.341533,130694900
2007-04-23,13.084286,13.400000,13.060000,13.358571,11.658201,195072500
2007-04-24,13.422857,13.770000,13.042857,13.320000,11.624538,263813200
2007-04-25,13.461429,13.628572,13.400000,13.621428,11.887600,296786000
2007-04-26,14.511429,14.642858,14.042857,14.120000,12.322710,434444500
2007-04-27,14.025714,14.278571,13.955714,14.274285,12.457358,174850900
2007-04-30,14.298572,14.428572,14.238571,14.257143,12.442398,154127400
2007-05-01,14.227143,14.335714,14.078571,14.210000,12.401255,133130900
2007-05-02,14.235714,14.362857,14.210000,14.341429,12.515955,126286300
2007-05-03,14.390000,14.492857,14.287143,14.342857,12.517201,144019400
2007-05-04,14.400000,14.514286,14.357142,14.401428,12.568318,95496800
2007-05-07,14.440000,14.907143,14.430000,14.845715,12.956053,215389300
2007-05-08,14.781428,15.021428,14.774285,15.008572,13.098179,195999300
2007-05-09,14.987143,15.280000,14.984285,15.268572,13.325088,179439400
2007-05-10,15.232857,15.548572,15.131429,15.334286,13.382432,299314400
2007-05-11,15.391429,15.590000,15.254286,15.534286,13.556976,163424100
2007-05-14,15.660000,15.714286,15.464286,15.622857,13.634273,162986600
2007-05-15,15.652857,15.742857,15.211429,15.360000,13.404874,238628600
2007-05-16,15.504286,15.547143,14.774285,15.334286,13.382432,281691900
2007-05-17,15.307143,15.695714,15.307143,15.634286,13.644247,183822800
2007-05-18,15.747143,15.805715,15.681429,15.717143,13.716559,155336300
2007-05-21,15.758572,16.064285,15.721429,15.997143,13.960917,159973100
2007-05-22,16.070000,16.250000,16.001429,16.219999,14.155407,143102400
2007-05-23,16.288572,16.428572,16.084286,16.127142,14.074369,227843700
2007-05-24,16.115715,16.351429,15.767143,15.812857,13.800087,221840500
2007-05-25,16.000000,16.254286,15.928572,16.231428,14.165384,158239900
2007-05-29,16.350000,16.408571,16.098572,16.335714,14.256393,161423500
2007-05-30,16.328571,16.982857,16.218571,16.967142,14.807448,369611200
2007-05-31,17.152857,17.452858,17.077143,17.312857,15.109159,324266600
2007-06-01,17.299999,17.312857,16.898571,16.914286,14.761324,221315500
2007-06-04,16.947144,17.389999,16.842857,17.332857,15.126613,221668300
2007-06-05,17.344286,17.527143,17.214285,17.524286,15.293675,230196400
2007-06-06,17.471428,17.721428,17.421429,17.662857,15.414611,278060300
2007-06-07,17.855715,18.230000,17.598572,17.724285,15.468220,478769900
2007-06-08,17.974285,17.975714,17.469999,17.784286,15.520580,310420600
2007-06-11,18.000000,18.021429,17.077143,17.170000,14.984487,468564600
2007-06-12,17.049999,17.387142,16.901428,17.197144,15.008171,356641600
2007-06-13,17.307142,17.312857,16.485714,16.785715,14.649117,430338300
2007-06-14,16.742857,17.064285,16.631428,16.964285,14.804955,243316500
2007-06-15,17.231428,17.238571,17.122858,17.214285,15.023138,202804700
2007-06-18,17.611429,17.882856,17.505714,17.870001,15.595385,227651200
2007-06-19,17.812857,17.858572,17.558571,17.665714,15.417098,235756500
2007-06-20,17.695715,17.808571,17.357143,17.364286,15.154042,224378000
2007-06-21,17.385714,17.755714,17.245714,17.700001,15.447024,216761300
2007-06-22,17.692858,17.778572,17.482857,17.571428,15.334817,157969000
2007-06-25,17.741428,17.870001,17.294285,17.477142,15.252531,241350900
2007-06-26,17.711428,17.714285,16.959999,17.092857,14.917164,336251300
2007-06-27,17.230000,17.434286,17.037144,17.412857,15.196430,243674200
2007-06-28,17.480000,17.498571,17.142857,17.222857,15.030616,209535900
2007-06-29,17.424286,17.714285,17.298571,17.434286,15.215133,284460400
2007-07-02,17.292856,17.441429,17.042856,17.322857,15.117890,248715600
2007-07-03,17.428572,18.200001,17.357143,18.167143,15.854710,290620400
2007-07-05,18.400000,18.995714,18.384285,18.964285,16.550383,363262900
2007-07-06,19.018572,19.048571,18.628571,18.900000,16.494280,218673700
2007-07-09,18.911428,18.985714,18.454287,18.618572,16.248678,248955000
2007-07-10,18.411428,19.214285,18.401428,18.907143,16.500517,313751900
2007-07-11,18.867144,19.100000,18.758572,18.912857,16.505503,205443000
2007-07-12,19.121429,19.177143,18.912857,19.152857,16.714956,176152200
2007-07-13,19.290001,19.692858,19.217142,19.675714,17.171253,226901500
2007-07-16,19.770000,19.997143,19.642857,19.728571,17.217384,234028200
2007-07-17,19.757143,19.942858,19.642857,19.844286,17.318371,177489900
2007-07-18,19.741428,19.777143,19.434286,19.731428,17.219879,189214200
2007-07-19,20.042856,20.115715,19.950001,20.000000,17.454266,183222900
2007-07-20,20.235714,20.597143,20.000000,20.535715,17.921791,291943400
2007-07-23,20.472857,20.745714,20.132856,20.528572,17.915550,259122500
2007-07-24,19.840000,20.142857,19.164286,19.270000,16.817184,448823200
2007-07-25,19.621429,19.765715,19.285715,19.608572,17.112661,374045700
2007-07-26,20.844286,21.214285,19.565714,20.857143,18.202301,546657300
2007-07-27,20.884285,21.274286,20.540001,20.549999,17.934250,290274600
2007-07-30,20.618572,20.778572,19.938572,20.204287,17.632549,276747100
2007-07-31,20.424286,20.497143,18.788572,18.822857,16.426958,440598200
2007-08-01,19.091429,19.340000,18.252857,19.285715,16.830902,437539200
2007-08-02,19.521429,19.565714,19.164286,19.498571,17.016657,213161200
2007-08-03,19.322857,19.421429,18.785715,18.835714,16.438175,169796900
2007-08-06,18.985714,19.324286,18.328571,19.321428,16.862061,231292600
2007-08-07,19.277143,19.605715,18.947144,19.290001,16.834639,237484100
2007-08-08,19.537144,19.551428,18.857143,19.144285,16.707468,202024200
2007-08-09,18.730000,19.000000,17.870001,18.055714,15.757463,281348900
2007-08-10,17.588572,18.250000,17.185715,17.857143,15.584167,352687300
2007-08-13,18.331429,18.478571,18.071428,18.255714,15.932004,188227900
2007-08-14,18.327143,18.328571,17.672857,17.718571,15.463228,184751700
2007-08-15,17.534286,17.837143,17.092857,17.128571,14.948328,248213000
2007-08-16,16.715714,16.928572,15.945714,16.721428,14.593012,466672500
2007-08-17,17.430000,17.642857,17.117144,17.437143,15.217627,298765600
2007-08-20,17.708570,17.785715,17.214285,17.459999,15.237570,200829300
2007-08-21,17.458570,18.422857,17.285715,18.224285,15.904574,325761800
2007-08-22,18.745714,18.964285,18.618572,18.930000,16.520460,265441400
